TEAM,Y!,ESPN,CBS,FIRST_NAME,LAST_NAME,GP,MPG,FGM,FGA,FG%  ,3PM,3PA,3P%  ,FTM,FTA,FT%  ,PPG,OREB,DREB,TREB,AST,TO,AST/TO,STL,BLK,PF,DD,TD,TOTMIN,TOTFGM,TOTFGA,FG%  ,TOT3PM,TOT3PA,3P%  ,TOTFTM,TOTFTA,FT%  ,TOTPTS,TOTOR,TOTDR,TOTREB,TOTAST,TOTTO,TOTSTL,TOTBLK,TOTPF,Comments,Name
FA,SG,SG,SG,Ray,Allen,60,18.0,2.3,5.2,44.0%,1.3,3.1,41.0%,1.0,1.1,89.0%,6.83,0.2,1.4,1.6,1.3,0.8,1.63,0.45,0.05,1.1,0,0,1080,137,312,44.0%,76,186,41.0%,59,66,89.0%,410,12,84,96,78,48,27,3,66,,Ray Allen
NYK,C,C,C,Samuel,Dalembert,74,22.0,2.8,5.0,56.0%,0.0,0.0,0.0%,1.2,1.6,74.0%,6.78,2.6,4.6,7.2,1.2,1.4,0.86,0.45,1.55,2.8,12,0,1628,207,370,56.0%,0,0,#DIV/0!,88,118,74.0%,502,192,340,533,89,104,33,115,207,,Samuel Dalembert
LAL,"PF,C","PF,C",PF,Ed,Davis,73,20.0,2.9,5.0,58.0%,0.0,0.0,0.0%,0.9,1.6,56.0%,6.70,1.7,3.6,5.3,0.7,0.6,1.17,0.40,1.35,2.4,3,0,1460,212,365,58.0%,0,0,#DIV/0!,65,117,56.0%,489,124,263,387,51,44,29,99,175,DS,Ed Davis
ATL,PG,PG,PG,Shelvin,Mack,74,17.0,2.5,6.0,42.0%,0.7,2.2,34.0%,0.9,1.0,86.0%,6.65,0.2,1.6,1.8,3.4,1.2,2.83,0.55,0.00,1.4,0,0,1258,186,444,42.0%,55,163,34.0%,64,74,86.0%,492,15,118,133,252,89,41,0,104,,Shelvin Mack
DET,"SG,SF",SF,SF,Cartier,Martin,70,16.0,2.4,5.8,41.0%,1.1,3.0,38.0%,0.7,1.0,74.0%,6.64,0.5,1.5,2.0,0.8,0.8,1.00,0.55,0.10,1.6,0,0,1120,166,406,41.0%,80,210,38.0%,52,70,74.0%,465,35,105,140,56,56,39,7,112,,Cartier Martin
UTA,C,C,C,Rudy,Gobert,74,20.0,2.4,4.0,60.0%,0.0,0.0,0.0%,1.8,3.1,58.0%,6.60,2.8,4.6,7.4,0.4,1.2,0.33,0.40,1.60,2.8,8,0,1480,178,296,60.0%,0,0,#DIV/0!,133,229,58.0%,488,207,340,548,30,89,30,118,207,BR,Rudy Gobert
PHI,PF,"SF,PF",PF,Luc,Mbah a Moute,72,24.0,2.6,6.0,43.0%,0.2,0.6,25.0%,1.3,1.9,67.0%,6.58,1.7,3.3,5.0,0.9,1.1,0.82,0.85,0.35,2.2,1,0,1728,186,432,43.0%,11,43,25.0%,92,137,67.0%,474,122,238,360,65,79,61,25,158,,Luc Mbah a Moute
BKN,"SG,SF",SF,SG,Alan,Anderson,76,18.0,2.3,5.5,41.5%,1.0,2.7,35.5%,1.1,1.3,81.0%,6.58,0.4,1.4,1.8,0.8,0.7,1.14,0.50,0.05,1.6,0,0,1368,173,418,41.5%,73,205,35.5%,80,99,81.0%,500,30,106,137,61,53,38,4,122,,Alan Anderson
BOS,"PF,C",C,C,Tyler,Zeller,74,16.0,2.6,5.0,52.0%,0.0,0.0,0.0%,1.3,1.8,74.0%,6.53,1.4,3.1,4.5,0.5,1.0,0.50,0.30,0.70,2.6,1,0,1184,192,370,52.0%,0,0,#DIV/0!,99,133,74.0%,483,104,229,333,37,74,22,52,192,,Tyler Zeller
NYK,"SG,SF","SG,SF",SG,Iman,Shumpert,74,24.0,2.4,5.8,41.0%,0.9,2.4,36.0%,0.9,1.2,76.0%,6.53,0.9,2.9,3.8,1.8,1.0,1.80,1.15,0.20,2.4,1,0,1776,176,429,41.0%,64,178,36.0%,67,89,76.0%,483,67,215,281,133,74,85,15,178,BBB,Iman Shumpert
HOU,"SF,PF",PF,SF,Kostas,Papanikolaou,74,16.0,2.2,5.2,43.0%,1.0,2.8,37.0%,1.0,1.3,76.0%,6.50,0.6,2.0,2.6,1.8,1.4,1.29,0.60,0.20,2.0,0,0,1184,165,385,43.0%,77,207,37.0%,73,96,76.0%,481,44,148,192,133,104,44,15,148,DS,Kostas Papanikolaou
HOU,"SF,PF",PF,PF,Donatas,Motiejunas,74,16.0,2.4,5.2,46.0%,0.5,1.6,34.0%,1.1,1.7,65.0%,6.43,1.0,3.0,4.0,0.8,1.1,0.73,0.30,0.30,2.1,1,0,1184,177,385,46.0%,40,118,34.0%,82,126,65.0%,476,74,222,296,59,81,22,22,155,,Donatas Motiejunas
UTA,PG,SG,PG,Dante,Exum,72,18.0,2.0,5.5,37.0%,0.9,2.8,32.0%,1.4,2.0,72.0%,6.41,0.2,1.6,1.8,3.2,2.4,1.33,0.75,0.05,1.8,0,0,1296,147,396,37.0%,65,202,32.0%,104,144,72.0%,461,14,115,130,230,173,54,4,130,,Dante Exum
WAS,"PF,C","PF,C",PF,Kris,Humphries,68,16.0,2.6,5.0,51.0%,0.0,0.0,0.0%,1.3,1.7,76.0%,6.39,1.8,3.4,5.2,0.6,0.8,0.75,0.30,0.65,1.8,2,0,1088,173,340,51.0%,0,0,#DIV/0!,88,116,76.0%,435,122,231,354,41,54,20,44,122,,Kris Humphries
DET,SF,SF,SF,Caron,Butler,68,20.0,2.2,5.6,39.0%,1.4,3.8,38.0%,0.5,0.6,82.0%,6.30,0.5,3.0,3.5,1.3,1.1,1.18,0.80,0.10,2.4,0,0,1360,149,381,39.0%,98,258,38.0%,33,41,82.0%,429,34,204,238,88,75,54,7,163,,Caron Butler
TOR,"SF,PF","SF,PF",SF,James,Johnson,74,16.0,2.4,5.2,46.0%,0.3,1.2,26.0%,1.1,1.4,82.0%,6.24,1.2,2.4,3.6,1.8,1.4,1.29,0.65,0.85,2.2,0,0,1184,177,385,46.0%,23,89,26.0%,85,104,82.0%,462,89,178,266,133,104,48,63,163,,James Johnson
DAL,"PG,SG",PG,PG,Raymond,Felton,58,18.0,2.4,5.8,41.0%,0.6,1.9,34.0%,0.8,1.1,76.0%,6.24,0.4,1.2,1.6,3.2,1.2,2.67,0.75,0.15,1.3,1,0,1044,138,336,41.0%,37,110,34.0%,48,64,76.0%,362,23,70,93,186,70,44,9,75,,Raymond Felton
HOU,PG,SG,SG,Troy,Daniels,68,12.0,2.0,4.8,42.0%,1.7,4.0,42.0%,0.5,0.6,82.0%,6.20,0.2,1.0,1.2,0.5,0.5,1.00,0.40,0.00,1.2,0,0,816,137,326,42.0%,114,272,42.0%,33,41,82.0%,422,14,68,82,34,34,27,0,82,,Troy Daniels
CHI,"PG,SG","PG,SG",PG,Kirk,Hinrich,72,22.0,2.2,5.4,41.0%,0.9,2.4,37.5%,0.8,1.1,77.0%,6.18,0.2,1.4,1.6,2.6,1.2,2.17,0.75,0.15,2.2,0,0,1584,159,389,41.0%,65,173,37.5%,61,79,77.0%,445,14,101,115,187,86,54,11,158,,Kirk Hinrich
BKN,"PF,C","PF,C",PF,Kevin,Garnett,62,20.0,2.7,6.0,45.0%,0.0,0.2,20.0%,0.7,0.9,80.0%,6.16,1.2,5.2,6.4,1.4,1.1,1.27,0.70,0.60,2.0,4,0,1240,167,372,45.0%,2,12,20.0%,45,56,80.0%,382,74,322,397,87,68,43,37,124,,Kevin Garnett
MIN,SF,SF,SF,Shabazz,Muhammad,68,12.0,2.2,5.0,43.0%,0.3,1.0,32.0%,1.5,2.2,70.0%,6.16,1.2,1.6,2.8,0.5,0.8,0.63,0.35,0.05,1.2,0,0,816,146,340,43.0%,22,68,32.0%,105,150,70.0%,419,82,109,190,34,54,24,3,82,,Shabazz Muhammad
MEM,"PF,C",C,C,Kosta,Koufos,76,16.0,2.7,5.2,52.5%,0.0,0.0,0.0%,0.7,1.1,63.5%,6.16,1.9,3.1,5.0,0.5,0.7,0.71,0.35,0.90,2.0,2,0,1216,207,395,52.5%,0,0,#DIV/0!,53,84,63.5%,468,144,236,380,38,53,27,68,152,,Kosta Koufos
GSW,"PF,C","PF,C",C,Marreese,Speights,70,10.0,2.4,5.4,45.0%,0.1,0.2,25.0%,1.2,1.6,78.0%,6.16,1.1,2.3,3.4,0.3,0.7,0.43,0.15,0.30,1.8,1,0,700,170,378,45.0%,4,14,25.0%,87,112,78.0%,431,77,161,238,21,49,11,21,126,,Marreese Speights
DEN,"PF,C","PF,C",PF,JJ,Hickson,71,16.0,2.6,5.1,50.0%,0.0,0.0,0.0%,1.1,1.7,62.0%,6.15,1.6,3.4,5.0,0.6,1.0,0.60,0.35,0.40,1.4,3,0,1136,181,362,50.0%,0,0,#DIV/0!,75,121,62.0%,437,114,241,355,43,71,25,28,99,,JJ Hickson
MIA,SF,"SG,SF",SF,Danny,Granger,69,15.0,2.1,5.5,38.0%,1.1,3.0,36.0%,0.8,0.9,84.0%,6.02,0.5,1.5,2.0,0.6,0.7,0.86,0.35,0.25,1.6,0,0,1035,144,380,38.0%,75,207,36.0%,52,62,84.0%,415,35,104,138,41,48,24,17,110,,Danny Granger
SAC,"PF,C","PF,C",PF,Jason,Thompson,76,23.0,2.5,5.0,50.0%,0.0,0.0,0.0%,1.0,1.6,62.0%,5.99,1.8,4.4,6.2,0.6,1.0,0.60,0.40,0.60,3.0,6,0,1748,190,380,50.0%,0,0,#DIV/0!,75,122,62.0%,455,137,334,471,46,76,30,46,228,,Jason Thompson
MEM,SG,SG,SG,Jordan,Adams,68,14.0,2.0,4.8,42.0%,0.5,1.4,35.0%,1.3,1.6,82.0%,5.83,0.6,1.2,1.8,1.0,0.8,1.25,1.05,0.05,2.0,0,0,952,137,326,42.0%,33,95,35.0%,89,109,82.0%,397,41,82,122,68,54,71,3,136,,Jordan Adams
BKN,"SF,PF",SF,SF,Andrei,Kirilenko,68,20.0,2.0,4.0,49.0%,0.1,0.2,27.0%,1.8,2.6,71.0%,5.82,1.3,2.7,4.0,1.8,1.5,1.20,0.90,0.45,2.0,1,0,1360,133,272,49.0%,4,14,27.0%,126,177,71.0%,396,88,184,272,122,102,61,31,136,,Andrei Kirilenko
WAS,"PF,C","PF,C",C,DeJuan,Blair,72,15.0,2.5,4.8,52.0%,0.0,0.0,0.0%,0.8,1.3,62.0%,5.80,1.6,2.6,4.2,0.8,1.1,0.73,0.75,0.20,3.2,2,0,1080,180,346,52.0%,0,0,#DIV/0!,58,94,62.0%,417,115,187,302,58,79,54,14,230,,DeJuan Blair
CHI,PG,PG,PG,Aaron,Brooks,72,16.0,2.1,5.2,40.0%,1.0,2.5,38.0%,0.7,0.8,84.0%,5.78,0.1,0.7,0.8,2.2,1.3,1.69,0.45,0.05,1.5,0,0,1152,150,374,40.0%,68,180,38.0%,48,58,84.0%,416,7,50,58,158,94,32,4,108,,Aaron Brooks
DEN,"PG,SG","PG,SG",PG,Nate,Robinson,70,10.0,2.0,4.8,41.0%,0.9,2.6,36.0%,0.9,1.1,82.0%,5.77,0.2,1.0,1.2,1.8,1.2,1.50,0.55,0.05,1.5,0,0,700,138,336,41.0%,66,182,36.0%,63,77,82.0%,404,14,70,84,126,84,39,4,105,,Nate Robinson
POR,SG,SG,SG,Will,Barton,74,14.0,2.1,5.0,42.0%,0.5,1.6,32.0%,1.1,1.3,81.0%,5.77,0.5,1.7,2.2,1.2,0.8,1.50,0.45,0.20,1.6,0,0,1036,155,370,42.0%,38,118,32.0%,78,96,81.0%,427,37,126,163,89,59,33,15,118,DS,Will Barton
GSW,"PG,SG","PG,SG",PG,Shaun,Livingston,64,18.0,2.2,4.5,48.0%,0.0,0.1,20.0%,1.4,1.7,83.0%,5.75,0.6,1.6,2.2,2.5,1.1,2.27,0.70,0.30,1.6,0,0,1152,138,288,48.0%,1,6,20.0%,90,109,83.0%,368,38,102,141,160,70,45,19,102,,Shaun Livingston
CLE,"SG,SF","SG,SF",SF,Mike,Miller,68,18.0,1.9,4.4,43.0%,1.5,3.6,43.0%,0.3,0.4,76.0%,5.64,0.2,2.0,2.2,1.6,0.8,2.00,0.35,0.05,1.3,0,0,1224,129,299,43.0%,105,245,43.0%,21,27,76.0%,383,14,136,150,109,54,24,3,88,,Mike Miller
CHA,PF,PF,PF,Noah,Vonleh,60,14.0,2.0,4.4,45.0%,0.2,0.6,33.0%,1.5,2.0,73.0%,5.62,1.2,3.0,4.2,0.3,1.2,0.25,0.30,0.60,2.8,1,0,840,119,264,45.0%,12,36,33.0%,88,120,73.0%,337,72,180,252,18,72,18,36,168,,Noah Vonleh
CHA,"PG,SG",PG,PG,Brian,Roberts,74,14.0,2.0,4.8,42.0%,0.7,1.8,37.0%,0.9,1.0,90.0%,5.60,0.1,0.9,1.0,2.2,1.0,2.20,0.35,0.05,1.2,0,0,1036,149,355,42.0%,49,133,37.0%,67,74,90.0%,414,7,67,74,163,74,26,4,89,,Brian Roberts
MIA,PG,PG,PG,Norris,Cole,76,20.0,2.1,5.2,40.0%,0.5,1.6,34.0%,0.9,1.2,74.5%,5.60,0.3,1.3,1.6,2.4,1.6,1.50,0.85,0.05,1.8,0,0,1520,158,395,40.0%,41,122,34.0%,68,91,74.5%,425,23,99,122,182,122,65,4,137,,Norris Cole
MIA,"PF,C",C,C,Chris,Andersen,70,18.0,2.1,3.7,58.0%,0.0,0.0,0.0%,1.3,1.9,68.0%,5.58,1.6,3.0,4.6,0.4,0.8,0.50,0.30,1.20,2.1,2,0,1260,150,259,58.0%,0,0,#DIV/0!,90,133,68.0%,391,112,210,322,28,56,21,84,147,,Chris Andersen
NOR,"PG,SG","PG,SG",SG,Jimmer,Fredette,66,10.0,2.0,4.5,45.0%,1.1,2.5,44.0%,0.4,0.5,86.0%,5.58,0.1,0.7,0.8,1.2,0.8,1.50,0.35,0.00,0.8,0,0,660,134,297,45.0%,73,165,44.0%,28,33,86.0%,368,7,46,53,79,53,23,0,53,DS,Jimmer Fredette
IND,PF,SF,SF,Damjan,Rudez,70,15.0,2.0,5.0,39.0%,1.1,3.0,36.0%,0.6,0.7,80.0%,5.54,0.2,1.3,1.5,1.8,1.3,1.38,0.25,0.10,1.8,0,0,1050,137,350,39.0%,76,210,36.0%,39,49,80.0%,388,14,91,105,126,91,18,7,126,,Damjan Rudez
ORL,PF,PF,SF,Aaron,Gordon,74,16.0,2.1,4.7,45.0%,0.3,0.8,33.0%,1.0,2.0,51.0%,5.51,1.4,2.6,4.0,1.2,1.5,0.80,0.45,0.45,2.2,2,0,1184,157,348,45.0%,20,59,33.0%,75,148,51.0%,408,104,192,296,89,111,33,33,163,,Aaron Gordon
ATL,C,"PF,C",C,Pero,Antic,70,15.0,1.9,4.6,42.0%,1.1,3.0,35.0%,0.6,0.8,75.0%,5.51,0.9,2.3,3.2,0.9,0.8,1.13,0.25,0.20,2.0,0,0,1050,135,322,42.0%,74,210,35.0%,42,56,75.0%,386,63,161,224,63,56,18,14,140,,Pero Antic
DEN,C,C,C,Jusuf,Nurkic,69,12.0,2.4,4.4,55.0%,0.0,0.0,0.0%,0.7,1.6,42.0%,5.51,1.8,3.2,5.0,0.4,2.0,0.20,0.50,1.05,3.5,0,0,828,167,304,55.0%,0,0,#DIV/0!,46,110,42.0%,380,124,221,345,28,138,35,72,242,,Jusuf Nurkic
ORL,"PG,SG",PG,PG,Luke,Ridnour,74,18.0,2.2,5.3,41.0%,0.6,1.8,34.0%,0.5,0.6,80.0%,5.44,0.3,1.2,1.5,3.0,1.1,2.73,0.60,0.10,1.5,1,0,1332,161,392,41.0%,45,133,34.0%,36,44,80.0%,402,22,89,111,222,81,44,7,111,,Luke Ridnour
WAS,"SG,SF","SG,SF",SG,Martell,Webster,68,16.0,1.8,4.4,42.0%,1.1,2.8,38.0%,0.7,0.8,83.0%,5.42,0.2,1.4,1.6,0.7,0.5,1.40,0.35,0.15,1.4,0,0,1088,126,299,42.0%,72,190,38.0%,45,54,83.0%,369,14,95,109,48,34,24,10,95,,Martell Webster
MIN,PG,"PG,SG",PG,JJ,Barea,40,12.0,2.1,5.2,40.0%,0.6,1.8,34.0%,0.6,0.8,78.0%,5.40,0.1,1.1,1.2,2.4,1.0,2.40,0.25,0.00,1.0,0,0,480,83,208,40.0%,24,72,34.0%,25,32,78.0%,216,4,44,48,96,40,10,0,40,,JJ Barea
DEN,SG,SG,SG,Gary,Harris,72,12.0,1.7,4.5,38.0%,1.0,2.9,35.0%,1.0,1.2,80.0%,5.40,0.3,1.3,1.6,1.3,1.1,1.18,0.75,0.10,1.2,0,0,864,123,324,38.0%,73,209,35.0%,69,86,80.0%,388,22,94,115,94,79,54,7,86,,Gary Harris
MIL,PG,PG,PG,Kendall,Marshall,74,18.0,2.1,5.2,40.0%,1.0,2.6,38.0%,0.2,0.4,60.0%,5.39,0.2,1.6,1.8,5.6,2.0,2.80,0.65,0.05,1.4,2,0,1332,154,385,40.0%,73,192,38.0%,18,30,60.0%,399,15,118,133,414,148,48,4,104,,Kendall Marshall
CHA,SG,SG,SF,PJ,Hairston,60,10.0,1.7,4.4,38.0%,0.9,2.6,36.5%,1.1,1.4,78.0%,5.39,0.2,1.2,1.4,0.4,0.9,0.44,0.55,0.10,1.6,0,0,600,100,264,38.0%,57,156,36.5%,66,84,78.0%,323,12,72,84,24,54,33,6,96,,PJ Hairston
SAS,SF,PF,SF,Kyle,Anderson,72,15.0,1.8,4.3,42.0%,0.5,1.3,36.0%,1.3,1.7,75.0%,5.36,0.6,1.9,2.5,2.2,1.6,1.38,0.75,0.25,1.8,0,0,1080,130,310,42.0%,34,94,36.0%,92,122,75.0%,386,43,137,180,158,115,54,18,130,,Kyle Anderson
MIA,"SF,PF",SF,PF,Shawne,Williams,72,16.0,2.1,4.5,46.0%,0.9,2.5,34.0%,0.4,0.5,71.0%,5.35,0.7,2.1,2.8,0.9,0.8,1.13,0.45,0.55,2.2,0,0,1152,149,324,46.0%,61,180,34.0%,26,36,71.0%,385,50,151,202,65,58,32,40,158,,Shawne Williams
NYK,PG,PG,PG,Shane,Larkin,72,16.0,2.1,5.0,41.0%,0.5,1.6,34.0%,0.6,0.8,75.0%,5.24,0.4,1.2,1.6,2.2,1.2,1.83,0.95,0.05,2.0,0,0,1152,148,360,41.0%,39,115,34.0%,43,58,75.0%,378,29,86,115,158,86,68,4,144,BR,Shane Larkin
DET,"SF,PF",SF,PF,Jonas,Jerebko,70,14.0,1.8,4.2,44.0%,0.8,2.0,37.5%,0.8,1.1,72.0%,5.24,1.0,1.8,2.8,0.6,0.9,0.67,0.40,0.10,2.0,0,0,980,129,294,44.0%,53,140,37.5%,55,77,72.0%,367,70,126,196,42,63,28,7,140,,Jonas Jerebko
LAC,"SG,SF",SG,SF,Chris,Douglas-Roberts,68,18.0,1.7,4.0,43.0%,0.8,2.2,35.0%,1.0,1.2,80.0%,5.17,0.4,1.2,1.6,0.8,0.8,1.00,0.55,0.15,1.2,0,0,1224,117,272,43.0%,52,150,35.0%,65,82,80.0%,352,27,82,109,54,54,37,10,82,,Chris Douglas-Roberts
NOR,PG,PG,PG,Russ,Smith,62,12.0,1.9,4.7,40.0%,0.4,1.1,34.0%,1.0,1.4,74.0%,5.17,0.2,1.0,1.2,2.0,1.3,1.54,0.70,0.05,2.0,0,0,744,117,291,40.0%,23,68,34.0%,64,87,74.0%,321,12,62,74,124,81,43,3,124,,Russ Smith
DAL,SF,SF,SF,Al-Farouq,Aminu,74,18.0,2.0,4.3,47.5%,0.2,0.6,27.5%,0.8,1.1,72.5%,5.05,1.2,3.0,4.2,0.8,0.7,1.14,0.75,0.35,1.4,1,0,1332,151,318,47.5%,12,44,27.5%,59,81,72.5%,374,89,222,311,59,52,56,26,104,,Al-Farouq Aminu
OKC,"SF,PF",SF,SF,Andre,Roberson,74,24.0,1.9,4.2,46.0%,0.3,1.2,24.0%,0.9,1.2,72.0%,5.02,2.0,3.2,5.2,1.0,1.3,0.77,1.10,0.55,3.3,2,0,1776,143,311,46.0%,21,89,24.0%,64,89,72.0%,371,148,237,385,74,96,81,41,244,DS,Andre Roberson
FA,C,C,C,Emeka,Okafor,50,16.0,2.2,4.3,50.0%,0.0,0.0,0.0%,0.7,1.3,55.0%,5.02,1.4,3.2,4.6,0.4,0.6,0.67,0.30,0.60,1.4,1,0,800,108,215,50.0%,0,0,#DIV/0!,36,65,55.0%,251,70,160,230,20,30,15,30,70,,Emeka Okafor
HOU,"SF,PF",PF,PF,Jeff,Adrien,75,14.0,1.9,3.6,53.0%,0.0,0.0,0.0%,1.1,1.8,63.0%,4.95,1.3,3.1,4.4,0.6,0.5,1.20,0.35,0.55,2.0,1,0,1050,143,270,53.0%,0,0,#DIV/0!,85,135,63.0%,371,98,233,330,45,38,26,41,150,DS,Jeff Adrien
PHI,PG,PG,PG,Casper,Ware,70,12.0,1.7,4.4,39.0%,0.8,2.2,35.0%,0.6,0.8,80.0%,4.84,0.1,1.1,1.2,1.4,0.9,1.56,0.40,0.00,1.3,0,0,840,120,308,39.0%,54,154,35.0%,45,56,80.0%,339,7,77,84,98,63,28,0,91,,Casper Ware
PHI,SF,SF,SF,Jerami,Grant,50,12.0,1.8,4.0,44.5%,0.2,0.6,25.5%,1.1,1.6,69.5%,4.83,1.0,2.0,3.0,0.4,0.8,0.50,0.40,0.40,1.8,0,0,600,89,200,44.5%,8,30,25.5%,56,80,69.5%,241,50,100,150,20,40,20,20,90,,Jerami Grant
ATL,"SG,SF","SG,SF",SF,Thabo,Sefolosha,72,16.0,1.7,4.0,42.5%,0.6,1.8,36.0%,0.8,1.0,77.0%,4.82,0.7,1.9,2.6,1.4,0.6,2.33,0.75,0.25,1.4,0,0,1152,122,288,42.5%,47,130,36.0%,55,72,77.0%,347,50,137,187,101,43,54,18,101,,Thabo Sefolosha
LAL,"SG,SF","SG,SF",SG,Xavier,Henry,60,12.0,1.6,3.8,42.0%,0.4,1.0,36.0%,1.3,1.9,66.0%,4.81,0.3,1.1,1.4,0.7,0.8,0.88,0.50,0.10,1.2,0,0,720,96,228,42.0%,22,60,36.0%,75,114,66.0%,288,18,66,84,42,48,30,6,72,,Xavier Henry
MIL,PG,PG,PG,Nate,Wolters,60,15.0,1.9,4.4,43.0%,0.3,1.0,34.0%,0.7,1.0,68.0%,4.80,0.1,1.3,1.4,2.0,0.7,2.86,0.40,0.05,1.0,0,0,900,114,264,43.0%,20,60,34.0%,41,60,68.0%,288,6,78,84,120,42,24,3,60,,Nate Wolters
MIN,"SG,SF",SF,SF,Chase,Budinger,60,10.0,1.7,4.2,41.0%,0.7,2.0,36.0%,0.6,0.8,80.0%,4.80,0.3,1.3,1.6,0.4,0.5,0.80,0.30,0.05,0.9,0,0,600,103,252,41.0%,43,120,36.0%,38,48,80.0%,288,18,78,96,24,30,18,3,54,,Chase Budinger
PHO,SF,SF,SF,TJ,Warren,40,10.0,1.8,4.0,46.0%,0.1,0.4,28.0%,1.0,1.4,72.0%,4.80,0.8,1.2,2.0,0.3,0.7,0.43,0.45,0.15,1.2,0,0,400,74,160,46.0%,4,16,28.0%,40,56,72.0%,192,32,48,80,12,28,18,6,48,,TJ Warren
SAS,PG,PG,PG,Cory,Joseph,70,13.0,1.8,3.8,46.5%,0.2,0.6,30.5%,1.1,1.3,82.5%,4.79,0.4,1.2,1.6,1.8,0.6,3.00,0.55,0.05,1.0,0,0,910,124,266,46.5%,13,42,30.5%,75,91,82.5%,335,28,84,112,126,42,39,4,70,DS,Cory Joseph
PHI,"PG,SG","PG,SG",SG,Alexey,Shved,71,12.0,1.6,4.4,36.0%,0.7,2.2,32.0%,0.9,1.2,76.0%,4.78,0.2,1.0,1.2,1.4,1.0,1.40,0.50,0.15,1.0,0,0,852,112,312,36.0%,50,156,32.0%,65,85,76.0%,340,14,71,85,99,71,36,11,71,,Alexey Shved
MIL,"PG,SG","PG,SG",SG,Jerryd,Bayless,70,12.0,1.8,4.2,42.0%,0.5,1.5,35.5%,0.7,0.9,80.0%,4.78,0.1,0.9,1.0,1.4,0.7,2.00,0.40,0.05,1.2,0,0,840,123,294,42.0%,37,105,35.5%,50,63,80.0%,335,7,63,70,98,49,28,4,84,,Jerryd Bayless
OKC,"SF,PF",SF,SF,Perry,Jones,72,15.0,1.8,4.0,45.0%,0.4,1.2,35.0%,0.8,1.1,69.0%,4.78,0.6,1.4,2.0,0.5,0.7,0.71,0.20,0.30,1.4,0,0,1080,130,288,45.0%,30,86,35.0%,55,79,69.0%,344,43,101,144,36,50,14,22,101,,Perry Jones
HOU,"PG,SG",SG,SG,Jason,Terry,60,12.0,1.7,4.0,42.0%,0.9,2.4,38.0%,0.5,0.6,84.0%,4.78,0.1,0.7,0.8,1.4,0.7,2.00,0.35,0.00,1.0,0,0,720,101,240,42.0%,55,144,38.0%,30,36,84.0%,287,6,42,48,84,42,21,0,60,,Jason Terry
PHI,"SG,SF",SG,SF,Jason,Richardson,20,12.0,1.7,4.4,39.0%,0.9,2.4,36.0%,0.3,0.5,69.0%,4.64,0.2,1.0,1.2,0.8,0.5,1.60,0.35,0.10,0.8,0,0,240,34,88,39.0%,17,48,36.0%,7,10,69.0%,93,4,20,24,16,10,7,2,16,,Jason Richardson
GSW,SG,"SG,SF",SG,Brandon,Rush,60,10.0,1.7,4.0,42.0%,0.8,2.2,38.0%,0.4,0.6,74.0%,4.64,0.2,1.2,1.4,0.4,0.4,1.00,0.15,0.25,1.0,0,0,600,101,240,42.0%,50,132,38.0%,27,36,74.0%,278,12,72,84,24,24,9,15,60,,Brandon Rush
NYK,PF,SF,PF,Quincy,Acy,74,18.0,1.7,3.3,51.0%,0.0,0.0,0.0%,1.2,2.2,55.0%,4.58,1.4,2.6,4.0,0.6,1.2,0.50,0.70,0.45,3.0,0,0,1332,125,244,51.0%,0,0,#DIV/0!,90,163,55.0%,339,104,192,296,44,89,52,33,222,,Quincy Acy
HOU,SG,SG,SG,Nick,Johnson,30,10.0,1.6,3.8,41.0%,0.4,1.3,34.0%,1.0,1.3,76.0%,4.55,0.3,0.9,1.2,1.0,0.6,1.67,0.45,0.15,1.0,0,0,300,47,114,41.0%,13,39,34.0%,30,39,76.0%,136,9,27,36,30,18,14,5,30,,Nick Johnson
LAL,PF,"SF,PF",PF,Ryan,Kelly,60,12.0,1.5,3.5,42.0%,0.6,1.7,36.5%,1.0,1.2,80.0%,4.52,0.3,1.7,2.0,1.0,0.6,1.67,0.35,0.45,1.4,0,0,720,88,210,42.0%,37,102,36.5%,58,72,80.0%,271,18,102,120,60,36,21,27,84,,Ryan Kelly
SAC,"SF,PF","SG,SF",SF,Omri,Casspi,68,12.0,1.6,3.8,42.0%,0.6,1.8,35.0%,0.7,1.0,68.0%,4.50,0.5,1.7,2.2,0.6,0.6,1.00,0.35,0.15,1.0,0,0,816,109,258,42.0%,43,122,35.0%,46,68,68.0%,306,34,116,150,41,41,24,10,68,,Omri Casspi
LAL,"PG,SG",PG,PG,Ronnie,Price,72,20.0,1.6,4.2,38.0%,0.4,1.4,28.0%,0.9,1.2,73.0%,4.46,0.4,1.0,1.4,3.6,2.2,1.64,0.95,0.05,2.0,0,0,1440,115,302,38.0%,28,101,28.0%,63,86,73.0%,321,29,72,101,259,158,68,4,144,,Ronnie Price
NOR,"SG,SF",SF,SF,Darius,Miller,72,16.0,1.7,4.0,43.0%,0.6,1.8,34.0%,0.4,0.5,80.0%,4.45,0.3,0.7,1.0,1.0,0.5,2.00,0.55,0.10,1.6,0,0,1152,124,288,43.0%,44,130,34.0%,29,36,80.0%,321,22,50,72,72,36,40,7,115,,Darius Miller
